"Year","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","FlightNum","TailNum","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Origin","Dest","Distance","TaxiIn","TaxiOut","Cancelled","CancellationCode","Diverted","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay","id","Day"
2008,10,7,2,1905,1905,2053,2045,"MQ",3673,"N503MQ",108,100,89,8,0,"DFW","DSM",624,3,16,0,"",0,NA,NA,NA,NA,NA,124059354,"Tuesday"
2008,10,7,2,630,635,810,830,"MQ",3674,"N503MQ",100,115,91,-20,-5,"DSM","DFW",624,3,6,0,"",0,NA,NA,NA,NA,NA,124059385,"Tuesday"
2008,10,7,2,1404,1345,1547,1530,"MQ",3677,"N512MQ",103,105,82,17,19,"DFW","DSM",624,5,16,0,"",0,0,0,0,0,17,124059478,"Tuesday"
2008,10,7,2,1614,1600,1807,1755,"MQ",3678,"N512MQ",113,115,94,12,14,"DSM","DFW",624,11,8,0,"",0,NA,NA,NA,NA,NA,124059509,"Tuesday"
2008,10,7,2,1000,1005,1206,1200,"MQ",3706,"N649MQ",126,115,99,6,-5,"DSM","DFW",624,18,9,0,"",0,NA,NA,NA,NA,NA,124060198,"Tuesday"
2008,10,7,2,745,750,929,935,"MQ",3711,"N649MQ",104,105,86,-6,-5,"DFW","DSM",624,2,16,0,"",0,NA,NA,NA,NA,NA,124060353,"Tuesday"
2008,10,7,2,1810,1815,1958,2010,"MQ",3722,"N639MQ",108,115,92,-12,-5,"DSM","DFW",624,8,8,0,"",0,NA,NA,NA,NA,NA,124060693,"Tuesday"
2008,10,7,2,1602,1555,1750,1745,"MQ",3723,"N639MQ",108,110,90,5,7,"DFW","DSM",624,4,14,0,"",0,NA,NA,NA,NA,NA,124060720,"Tuesday"
2008,10,7,2,1150,1155,1337,1355,"MQ",3840,"N908MQ",107,120,97,-18,-5,"DSM","DFW",624,5,5,0,"",0,NA,NA,NA,NA,NA,124063303,"Tuesday"
2008,10,7,2,945,940,1130,1130,"MQ",3841,"N908MQ",105,110,83,0,5,"DFW","DSM",624,5,17,0,"",0,NA,NA,NA,NA,NA,124063334,"Tuesday"
2008,10,7,2,2317,2145,30,2255,"MQ",4175,"N693MQ",73,70,50,95,92,"ORD","DSM",299,2,21,0,"",0,0,0,3,0,92,124071125,"Tuesday"
2008,10,7,2,940,945,1046,1055,"MQ",4199,"N906MQ",66,70,47,-9,-5,"ORD","DSM",299,4,15,0,"",0,NA,NA,NA,NA,NA,124071636,"Tuesday"
2008,10,7,2,1009,925,1112,1035,"MQ",4227,"N694MQ",63,70,51,37,44,"DSM","ORD",299,5,7,0,"",0,0,0,0,0,37,124072355,"Tuesday"
2008,10,7,2,1245,1245,1355,1355,"MQ",4235,"N941MQ",70,70,47,0,0,"ORD","DSM",299,5,18,0,"",0,NA,NA,NA,NA,NA,124072592,"Tuesday"
2008,10,7,2,1111,1120,1210,1235,"MQ",4243,"N906MQ",59,75,49,-25,-9,"DSM","ORD",299,4,6,0,"",0,NA,NA,NA,NA,NA,124072809,"Tuesday"
2008,10,7,2,1424,1420,1533,1535,"MQ",4244,"N941MQ",69,75,55,-2,4,"DSM","ORD",299,6,8,0,"",0,NA,NA,NA,NA,NA,124072840,"Tuesday"
2008,10,7,2,1605,1605,1714,1715,"MQ",4331,"N669MQ",69,70,52,-1,0,"ORD","DSM",299,4,13,0,"",0,NA,NA,NA,NA,NA,124075140,"Tuesday"
2008,10,7,2,1910,1745,2029,1900,"MQ",4333,"N669MQ",79,75,64,89,85,"DSM","ORD",299,6,9,0,"",0,0,0,89,0,0,124075202,"Tuesday"
2008,10,7,2,653,655,801,810,"MQ",4409,"N933MQ",68,75,54,-9,-2,"DSM","ORD",299,4,10,0,"",0,NA,NA,NA,NA,NA,124077083,"Tuesday"
2008,10,7,2,840,750,946,900,"MQ",4489,"N694MQ",66,70,51,46,50,"ORD","DSM",299,3,12,0,"",0,46,0,0,0,0,124078502,"Tuesday"
2008,10,7,2,1732,1730,1848,1845,"MQ",4501,"N620MQ",76,75,48,3,2,"ORD","DSM",299,5,23,0,"",0,NA,NA,NA,NA,NA,124078778,"Tuesday"
2008,10,7,2,1944,1910,2242,2030,"MQ",4514,"N620MQ",178,80,61,132,34,"DSM","ORD",299,5,112,0,"",0,0,0,129,0,3,124078983,"Tuesday"
2008,10,7,2,600,600,925,940,"MQ",4821,"N724MQ",145,160,133,-15,0,"DSM","LGA",1031,5,7,0,"",0,NA,NA,NA,NA,NA,124083680,"Tuesday"
2008,10,7,2,1802,1805,2004,2020,"MQ",4822,"N712MQ",182,195,155,-16,-3,"LGA","DSM",1031,2,25,0,"",0,NA,NA,NA,NA,NA,124083707,"Tuesday"
2008,10,7,2,1130,1140,1324,1350,"9E",2850,"89309E",174,190,141,-26,-10,"LGA","DSM",1031,6,27,0,"",0,NA,NA,NA,NA,NA,124112969,"Tuesday"
2008,10,7,2,1459,1505,1859,1855,"9E",2851,"80209E",180,170,136,4,-6,"DSM","LGA",1031,4,40,0,"",0,NA,NA,NA,NA,NA,124113000,"Tuesday"
2008,10,7,2,1440,1445,1541,1558,"9E",2862,"89309E",61,73,42,-17,-5,"DSM","MSP",232,10,9,0,"",0,NA,NA,NA,NA,NA,124113122,"Tuesday"
2008,10,7,2,1300,1305,1411,1420,"9E",2864,"80209E",71,75,47,-9,-5,"MSP","DSM",232,5,19,0,"",0,NA,NA,NA,NA,NA,124113207,"Tuesday"
2008,10,7,2,1601,1605,1709,1715,"9E",2892,"86729E",68,70,39,-6,-4,"DSM","MSP",232,15,14,0,"",0,NA,NA,NA,NA,NA,124113794,"Tuesday"
2008,10,7,2,1203,1204,1247,1255,"9E",2966,"87099E",104,111,83,-8,-1,"DTW","DSM",534,5,16,0,"",0,NA,NA,NA,NA,NA,124115928,"Tuesday"
2008,10,7,2,645,650,958,1015,"9E",2998,"85439E",133,145,116,-17,-5,"DSM","DCA",897,4,13,0,"",0,NA,NA,NA,NA,NA,124116760,"Tuesday"
2008,10,7,2,1635,1640,1753,1825,"9E",2999,"85439E",138,165,124,-32,-5,"DCA","DSM",897,4,10,0,"",0,NA,NA,NA,NA,NA,124116791,"Tuesday"
2008,10,7,2,1316,1325,1618,1617,"9E",3762,"87099E",122,112,85,1,-9,"DSM","DTW",534,11,26,0,"",0,NA,NA,NA,NA,NA,124118389,"Tuesday"
2008,10,7,2,1008,1005,1256,1255,"9E",3764,"88779E",108,110,77,1,3,"DSM","DTW",534,15,16,0,"",0,NA,NA,NA,NA,NA,124118419,"Tuesday"
2008,10,7,2,845,845,944,935,"9E",3765,"88779E",119,110,90,9,0,"DTW","DSM",534,5,24,0,"",0,NA,NA,NA,NA,NA,124118477,"Tuesday"
2008,10,7,2,1513,1515,1616,1630,"9E",4712,"85159E",63,75,44,-14,-2,"MSP","DSM",232,5,14,0,"",0,NA,NA,NA,NA,NA,124119539,"Tuesday"
2008,10,7,2,1856,1855,2005,2005,"9E",4771,"85439E",69,70,39,0,1,"DSM","MSP",232,20,10,0,"",0,NA,NA,NA,NA,NA,124120758,"Tuesday"
2008,10,7,2,2247,2235,10,2345,"9E",4772,"84779E",83,70,37,25,12,"MSP","DSM",232,3,43,0,"",0,12,0,13,0,0,124120789,"Tuesday"
2008,10,7,2,1705,1710,1841,1850,"9E",5733,"85159E",96,100,78,-9,-5,"DSM","MEM",490,8,10,0,"",0,NA,NA,NA,NA,NA,124124524,"Tuesday"
2008,10,7,2,1100,1105,1234,1240,"9E",5737,"88919E",94,95,81,-6,-5,"DSM","MEM",490,5,8,0,"",0,NA,NA,NA,NA,NA,124124710,"Tuesday"
2008,10,7,2,848,850,1021,1030,"9E",5752,"88919E",93,100,71,-9,-2,"MEM","DSM",490,7,15,0,"",0,NA,NA,NA,NA,NA,124125008,"Tuesday"
2008,10,7,2,1401,1355,1527,1530,"9E",5792,"86729E",86,95,67,-3,6,"MEM","DSM",490,6,13,0,"",0,NA,NA,NA,NA,NA,124126743,"Tuesday"
2008,10,8,3,1256,1300,1519,1513,"XE",2479,"N13538",143,133,114,6,-4,"IAH","DSM",802,5,24,0,"",0,NA,NA,NA,NA,NA,123805607,"Wednesday"
2008,10,8,3,1912,1915,2138,2127,"XE",2568,"N14974",146,132,109,11,-3,"IAH","DSM",802,3,34,0,"",0,NA,NA,NA,NA,NA,123805665,"Wednesday"
2008,10,8,3,846,900,1114,1124,"XE",2584,"N16981",148,144,118,-10,-14,"DSM","IAH",802,18,12,0,"",0,NA,NA,NA,NA,NA,123805678,"Wednesday"
2008,10,8,3,1555,1600,1816,1820,"XE",2671,"N13538",141,140,117,-4,-5,"DSM","IAH",802,14,10,0,"",0,NA,NA,NA,NA,NA,123805747,"Wednesday"
2008,10,8,3,833,820,957,932,"YV",7210,"N75996",84,72,58,25,13,"DSM","ORD",299,5,21,0,"",0,0,0,25,0,0,123816245,"Wednesday"
2008,10,8,3,1638,1644,1747,1756,"YV",7242,"N522LR",69,72,50,-9,-6,"DSM","ORD",299,7,12,0,"",0,NA,NA,NA,NA,NA,123816246,"Wednesday"
2008,10,8,3,1440,1450,1544,1550,"YV",2743,"N17231",184,180,162,-6,-10,"DSM","PHX",1149,6,16,0,"",0,NA,NA,NA,NA,NA,123816247,"Wednesday"
2008,10,8,3,806,812,921,921,"YV",2748,"N97325",195,189,162,0,-6,"DSM","PHX",1149,23,10,0,"",0,NA,NA,NA,NA,NA,123816248,"Wednesday"
2008,10,8,3,640,642,753,752,"YV",7210,"N75996",73,70,48,1,-2,"ORD","DSM",299,5,20,0,"",0,NA,NA,NA,NA,NA,123816525,"Wednesday"
2008,10,8,3,1455,1457,1555,1610,"YV",7242,"N522LR",60,73,46,-15,-2,"ORD","DSM",299,5,9,0,"",0,NA,NA,NA,NA,NA,123816526,"Wednesday"
2008,10,8,3,858,904,1405,1356,"YV",2816,"N17231",187,172,143,9,-6,"PHX","DSM",1149,7,37,0,"",0,NA,NA,NA,NA,NA,123816595,"Wednesday"
2008,10,8,3,1843,1845,2333,2336,"YV",2818,"N37178",170,171,139,-3,-2,"PHX","DSM",1149,6,25,0,"",0,NA,NA,NA,NA,NA,123816596,"Wednesday"
2008,10,8,3,910,915,958,1003,"OH",6583,"N786CA",108,108,87,-5,-5,"CVG","DSM",505,10,11,0,"",0,NA,NA,NA,NA,NA,123835999,"Wednesday"
2008,10,8,3,1125,1135,1356,1413,"OH",6610,"N786CA",91,98,80,-17,-10,"DSM","CVG",505,1,10,0,"",0,NA,NA,NA,NA,NA,123836022,"Wednesday"
2008,10,8,3,905,915,1024,1025,"OO",2559,"N496CA",79,70,51,-1,-10,"MKE","DSM",311,7,21,0,"",0,NA,NA,NA,NA,NA,123846448,"Wednesday"
2008,10,8,3,1050,1100,1153,1205,"OO",2752,"N496CA",63,65,51,-12,-10,"DSM","MKE",311,6,6,0,"",0,NA,NA,NA,NA,NA,123847606,"Wednesday"
2008,10,8,3,1420,1420,1525,1530,"OO",2753,"N986CA",65,70,51,-5,0,"MKE","DSM",311,6,8,0,"",0,NA,NA,NA,NA,NA,123847655,"Wednesday"
2008,10,8,3,1610,1620,1716,1725,"OO",2814,"N986CA",66,65,48,-9,-10,"DSM","MKE",311,8,10,0,"",0,NA,NA,NA,NA,NA,123848051,"Wednesday"
2008,10,8,3,2153,2200,2309,2310,"OO",2815,"N403SW",76,70,55,-1,-7,"MKE","DSM",311,5,16,0,"",0,NA,NA,NA,NA,NA,123848149,"Wednesday"
2008,10,8,3,545,555,650,700,"OO",2878,"N479CA",65,65,53,-10,-10,"DSM","MKE",311,6,6,0,"",0,NA,NA,NA,NA,NA,123848641,"Wednesday"
2008,10,8,3,1102,1108,1331,1340,"OO",5905,"N716SK",89,92,71,-9,-6,"DEN","DSM",589,6,12,0,"",0,NA,NA,NA,NA,NA,123872033,"Wednesday"
2008,10,8,3,1410,1417,1457,1506,"OO",5905,"N716SK",107,109,93,-9,-7,"DSM","DEN",589,6,8,0,"",0,NA,NA,NA,NA,NA,123872060,"Wednesday"
2008,10,8,3,1207,1212,1317,1320,"OO",5967,"N732SK",70,68,49,-3,-5,"ORD","DSM",299,6,15,0,"",0,NA,NA,NA,NA,NA,123873799,"Wednesday"
2008,10,8,3,1354,1356,1500,1508,"OO",5988,"N732SK",66,72,48,-8,-2,"DSM","ORD",299,5,13,0,"",0,NA,NA,NA,NA,NA,123874326,"Wednesday"
2008,10,8,3,1149,1201,1235,1253,"UA",227,"N326UA",106,112,96,-18,-12,"DSM","DEN",589,4,6,0,"",0,NA,NA,NA,NA,NA,123896728,"Wednesday"
2008,10,8,3,2005,2010,2231,2246,"UA",230,"N936UA",86,96,71,-15,-5,"DEN","DSM",589,3,12,0,"",0,NA,NA,NA,NA,NA,123896790,"Wednesday"
2008,10,8,3,832,838,916,930,"UA",237,"N934UA",104,112,93,-14,-6,"DSM","DEN",589,4,7,0,"",0,NA,NA,NA,NA,NA,123896963,"Wednesday"
2008,10,8,3,952,957,1107,1123,"UA",249,"N326UA",75,86,50,-16,-5,"ORD","DSM",299,5,20,0,"",0,NA,NA,NA,NA,NA,123897312,"Wednesday"
2008,10,8,3,901,905,1004,1021,"UA",399,"N912UA",63,76,48,-17,-4,"ORD","DSM",299,5,10,0,"",0,NA,NA,NA,NA,NA,123901874,"Wednesday"
2008,10,8,3,1058,1109,1221,1223,"UA",460,"N912UA",83,74,59,-2,-11,"DSM","ORD",299,10,14,0,"",0,NA,NA,NA,NA,NA,123903826,"Wednesday"
2008,10,8,3,558,607,720,721,"UA",494,"N381UA",82,74,62,-1,-9,"DSM","ORD",299,5,15,0,"",0,NA,NA,NA,NA,NA,123904815,"Wednesday"
2008,10,8,3,1535,1545,1641,1659,"UA",514,"N375UA",66,74,54,-18,-10,"DSM","ORD",299,2,10,0,"",0,NA,NA,NA,NA,NA,123905375,"Wednesday"
2008,10,8,3,1852,1857,1954,2014,"UA",519,"N528UA",62,77,49,-20,-5,"ORD","DSM",299,3,10,0,"",0,NA,NA,NA,NA,NA,123905466,"Wednesday"
2008,10,8,3,753,659,831,749,"UA",809,"N583UA",98,110,83,42,54,"DSM","DEN",589,6,9,0,"",0,42,0,0,0,0,123913517,"Wednesday"
2008,10,8,3,1510,1516,1739,1752,"UA",814,"N937UA",89,96,72,-13,-6,"DEN","DSM",589,5,12,0,"",0,NA,NA,NA,NA,NA,123913577,"Wednesday"
2008,10,8,3,1826,1832,1910,1924,"UA",815,"N937UA",104,112,94,-14,-6,"DSM","DEN",589,4,6,0,"",0,NA,NA,NA,NA,NA,123913660,"Wednesday"
2008,10,8,3,1223,1231,1455,1507,"UA",1178,"N375UA",92,96,78,-12,-8,"DEN","DSM",589,4,10,0,"",0,NA,NA,NA,NA,NA,123918604,"Wednesday"
2008,10,8,3,2009,2014,2120,2131,"UA",1243,"N383UA",71,77,53,-11,-5,"ORD","DSM",299,2,16,0,"",0,NA,NA,NA,NA,NA,123920263,"Wednesday"
2008,10,8,3,1304,1310,1345,1357,"EV",5140,"N833AS",101,107,82,-12,-6,"CVG","DSM",505,3,16,0,"",0,NA,NA,NA,NA,NA,123995064,"Wednesday"
2008,10,8,3,1152,1155,1458,1457,"EV",5155,"N903EV",126,122,113,1,-3,"DSM","ATL",743,8,5,0,"",0,NA,NA,NA,NA,NA,123995540,"Wednesday"
2008,10,8,3,1005,1010,1114,1128,"EV",5166,"N903EV",129,138,105,-14,-5,"ATL","DSM",743,5,19,0,"",0,NA,NA,NA,NA,NA,123995804,"Wednesday"
2008,10,8,3,1617,1605,1839,1843,"EV",5231,"N839AS",82,98,68,-4,12,"DSM","CVG",505,6,8,0,"",0,NA,NA,NA,NA,NA,123997885,"Wednesday"
2008,10,8,3,658,705,954,944,"EV",5275,"N827AS",116,99,101,10,-7,"DSM","CVG",505,5,10,0,"",0,NA,NA,NA,NA,NA,123999046,"Wednesday"
2008,10,8,3,538,545,848,859,"EV",5406,"N875AS",130,134,110,-11,-7,"DSM","ATL",743,11,9,0,"",0,NA,NA,NA,NA,NA,124002696,"Wednesday"
2008,10,8,3,1520,1430,1823,1741,"EV",5416,"N833AS",123,131,105,42,50,"DSM","ATL",743,10,8,0,"",0,0,0,42,0,0,124002903,"Wednesday"
2008,10,8,3,2038,1943,2132,2101,"EV",5532,"N907EV",114,138,100,31,55,"ATL","DSM",743,3,11,0,"",0,0,0,13,0,18,124006454,"Wednesday"
2008,10,8,3,2046,2050,2119,2134,"EV",5018,"N934EV",93,104,82,-15,-4,"CVG","DSM",505,3,8,0,"",0,NA,NA,NA,NA,NA,124012068,"Wednesday"
2008,10,8,3,1443,1410,1550,1524,"EV",5058,"N839AS",127,134,100,26,33,"ATL","DSM",743,4,23,0,"",0,0,0,0,0,26,124013482,"Wednesday"
2008,10,8,3,1116,1105,1305,1250,"MQ",3611,"N639MQ",109,105,93,15,11,"DFW","DSM",624,5,11,0,"",0,11,0,4,0,0,124057896,"Wednesday"
2008,10,8,3,1331,1320,1523,1515,"MQ",3612,"N639MQ",112,115,88,8,11,"DSM","DFW",624,16,8,0,"",0,NA,NA,NA,NA,NA,124057923,"Wednesday"
2008,10,8,3,2102,1905,2240,2045,"MQ",3673,"N515MQ",98,100,83,115,117,"DFW","DSM",624,2,13,0,"",0,20,0,0,0,95,124059355,"Wednesday"
2008,10,8,3,630,635,811,830,"MQ",3674,"N503MQ",101,115,84,-19,-5,"DSM","DFW",624,8,9,0,"",0,NA,NA,NA,NA,NA,124059386,"Wednesday"
2008,10,8,3,1358,1345,1540,1530,"MQ",3677,"N523MQ",102,105,86,10,13,"DFW","DSM",624,5,11,0,"",0,NA,NA,NA,NA,NA,124059479,"Wednesday"
2008,10,8,3,1602,1600,1743,1755,"MQ",3678,"N523MQ",101,115,79,-12,2,"DSM","DFW",624,13,9,0,"",0,NA,NA,NA,NA,NA,124059510,"Wednesday"
2008,10,8,3,1000,1005,1133,1200,"MQ",3706,"N517MQ",93,115,81,-27,-5,"DSM","DFW",624,6,6,0,"",0,NA,NA,NA,NA,NA,124060199,"Wednesday"
2008,10,8,3,750,750,933,935,"MQ",3711,"N517MQ",103,105,85,-2,0,"DFW","DSM",624,5,13,0,"",0,NA,NA,NA,NA,NA,124060354,"Wednesday"
2008,10,8,3,1807,1815,1945,2010,"MQ",3722,"N819MQ",98,115,88,-25,-8,"DSM","DFW",624,4,6,0,"",0,NA,NA,NA,NA,NA,124060694,"Wednesday"
2008,10,8,3,1552,1555,1740,1745,"MQ",3723,"N819MQ",108,110,89,-5,-3,"DFW","DSM",624,4,15,0,"",0,NA,NA,NA,NA,NA,124060721,"Wednesday"
2008,10,8,3,1200,1155,1337,1355,"MQ",3840,"N700MQ",97,120,83,-18,5,"DSM","DFW",624,6,8,0,"",0,NA,NA,NA,NA,NA,124063304,"Wednesday"
2008,10,8,3,940,940,1140,1130,"MQ",3841,"N700MQ",120,110,90,10,0,"DFW","DSM",624,8,22,0,"",0,NA,NA,NA,NA,NA,124063335,"Wednesday"
2008,10,8,3,2140,2145,2254,2255,"MQ",4175,"N691MQ",74,70,49,-1,-5,"ORD","DSM",299,3,22,0,"",0,NA,NA,NA,NA,NA,124071126,"Wednesday"
2008,10,8,3,1009,945,1116,1055,"MQ",4199,"N655MQ",67,70,52,21,24,"ORD","DSM",299,5,10,0,"",0,11,0,0,0,10,124071637,"Wednesday"
2008,10,8,3,918,925,1039,1035,"MQ",4227,"N689MQ",81,70,58,4,-7,"DSM","ORD",299,5,18,0,"",0,NA,NA,NA,NA,NA,124072356,"Wednesday"
2008,10,8,3,1307,1245,1410,1355,"MQ",4235,"N618MQ",63,70,49,15,22,"ORD","DSM",299,6,8,0,"",0,2,0,0,0,13,124072593,"Wednesday"
2008,10,8,3,1138,1120,1242,1235,"MQ",4243,"N655MQ",64,75,49,7,18,"DSM","ORD",299,8,7,0,"",0,NA,NA,NA,NA,NA,124072810,"Wednesday"
2008,10,8,3,1432,1420,1543,1535,"MQ",4244,"N618MQ",71,75,57,8,12,"DSM","ORD",299,5,9,0,"",0,NA,NA,NA,NA,NA,124072841,"Wednesday"
2008,10,8,3,1607,1605,1712,1715,"MQ",4331,"N516MQ",65,70,49,-3,2,"ORD","DSM",299,5,11,0,"",0,NA,NA,NA,NA,NA,124075141,"Wednesday"
2008,10,8,3,1737,1745,1838,1900,"MQ",4333,"N516MQ",61,75,46,-22,-8,"DSM","ORD",299,7,8,0,"",0,NA,NA,NA,NA,NA,124075203,"Wednesday"
2008,10,8,3,650,655,829,810,"MQ",4409,"N693MQ",99,75,58,19,-5,"DSM","ORD",299,6,35,0,"",0,0,0,19,0,0,124077084,"Wednesday"
2008,10,8,3,747,750,853,900,"MQ",4489,"N689MQ",66,70,50,-7,-3,"ORD","DSM",299,6,10,0,"",0,NA,NA,NA,NA,NA,124078503,"Wednesday"
2008,10,8,3,1724,1730,1831,1845,"MQ",4501,"N675MQ",67,75,52,-14,-6,"ORD","DSM",299,3,12,0,"",0,NA,NA,NA,NA,NA,124078779,"Wednesday"
2008,10,8,3,1902,1910,2005,2030,"MQ",4514,"N675MQ",63,80,44,-25,-8,"DSM","ORD",299,7,12,0,"",0,NA,NA,NA,NA,NA,124078984,"Wednesday"
2008,10,8,3,555,600,936,940,"MQ",4821,"N712MQ",161,160,134,-4,-5,"DSM","LGA",1031,16,11,0,"",0,NA,NA,NA,NA,NA,124083681,"Wednesday"
2008,10,8,3,1756,1805,2015,2020,"MQ",4822,"N709MQ",199,195,154,-5,-9,"LGA","DSM",1031,5,40,0,"",0,NA,NA,NA,NA,NA,124083708,"Wednesday"
2008,10,8,3,1135,1140,1339,1350,"9E",2850,"80269E",184,190,147,-11,-5,"LGA","DSM",1031,7,30,0,"",0,NA,NA,NA,NA,NA,124112970,"Wednesday"
2008,10,8,3,1500,1505,1836,1855,"9E",2851,"89869E",156,170,133,-19,-5,"DSM","LGA",1031,14,9,0,"",0,NA,NA,NA,NA,NA,124113001,"Wednesday"
2008,10,8,3,1440,1445,1539,1558,"9E",2862,"80269E",59,73,37,-19,-5,"DSM","MSP",232,15,7,0,"",0,NA,NA,NA,NA,NA,124113123,"Wednesday"
2008,10,8,3,1300,1305,1358,1420,"9E",2864,"89869E",58,75,41,-22,-5,"MSP","DSM",232,3,14,0,"",0,NA,NA,NA,NA,NA,124113208,"Wednesday"
2008,10,8,3,1600,1605,1702,1715,"9E",2892,"80259E",62,70,44,-13,-5,"DSM","MSP",232,11,7,0,"",0,NA,NA,NA,NA,NA,124113795,"Wednesday"
2008,10,8,3,1200,1204,1241,1255,"9E",2966,"89809E",101,111,79,-14,-4,"DTW","DSM",534,7,15,0,"",0,NA,NA,NA,NA,NA,124115929,"Wednesday"
2008,10,8,3,645,650,1000,1015,"9E",2998,"84779E",135,145,113,-15,-5,"DSM","DCA",897,11,11,0,"",0,NA,NA,NA,NA,NA,124116761,"Wednesday"
2008,10,8,3,1631,1640,1805,1825,"9E",2999,"84779E",154,165,130,-20,-9,"DCA","DSM",897,4,20,0,"",0,NA,NA,NA,NA,NA,124116792,"Wednesday"
2008,10,8,3,1320,1325,1607,1617,"9E",3762,"89809E",107,112,86,-10,-5,"DSM","DTW",534,10,11,0,"",0,NA,NA,NA,NA,NA,124118390,"Wednesday"
2008,10,8,3,1009,1005,1302,1255,"9E",3764,"84099E",113,110,89,7,4,"DSM","DTW",534,12,12,0,"",0,NA,NA,NA,NA,NA,124118420,"Wednesday"
2008,10,8,3,850,845,950,935,"9E",3765,"84099E",120,110,85,15,5,"DTW","DSM",534,5,30,0,"",0,0,0,15,0,0,124118478,"Wednesday"
2008,10,8,3,1513,1515,1618,1630,"9E",4712,"88839E",65,75,39,-12,-2,"MSP","DSM",232,6,20,0,"",0,NA,NA,NA,NA,NA,124119540,"Wednesday"
2008,10,8,3,1846,1855,1957,2005,"9E",4771,"84779E",71,70,42,-8,-9,"DSM","MSP",232,14,15,0,"",0,NA,NA,NA,NA,NA,124120759,"Wednesday"
2008,10,8,3,2230,2235,2333,2345,"9E",4772,"86469E",63,70,38,-12,-5,"MSP","DSM",232,3,22,0,"",0,NA,NA,NA,NA,NA,124120790,"Wednesday"
2008,10,8,3,1710,1710,1903,1850,"9E",5733,"88839E",113,100,74,13,0,"DSM","MEM",490,30,9,0,"",0,NA,NA,NA,NA,NA,124124525,"Wednesday"
2008,10,8,3,1101,1105,1235,1240,"9E",5737,"85019E",94,95,76,-5,-4,"DSM","MEM",490,5,13,0,"",0,NA,NA,NA,NA,NA,124124711,"Wednesday"
2008,10,8,3,848,850,1031,1030,"9E",5752,"85019E",103,100,73,1,-2,"MEM","DSM",490,5,25,0,"",0,NA,NA,NA,NA,NA,124125009,"Wednesday"
2008,10,8,3,1350,1355,1525,1530,"9E",5792,"80259E",95,95,75,-5,-5,"MEM","DSM",490,4,16,0,"",0,NA,NA,NA,NA,NA,124126744,"Wednesday"
2008,10,9,4,1256,1300,1458,1513,"XE",2479,"N16976",122,133,108,-15,-4,"IAH","DSM",802,2,12,0,"",0,NA,NA,NA,NA,NA,123804780,"Thursday"
2008,10,9,4,1914,1915,2124,2127,"XE",2568,"N14904",130,132,107,-3,-1,"IAH","DSM",802,3,20,0,"",0,NA,NA,NA,NA,NA,123804851,"Thursday"
2008,10,9,4,640,650,900,907,"XE",2584,"N14974",140,137,119,-7,-10,"DSM","IAH",802,12,9,0,"",0,NA,NA,NA,NA,NA,123804864,"Thursday"
2008,10,9,4,1552,1600,1823,1820,"XE",2671,"N16976",151,140,126,3,-8,"DSM","IAH",802,9,16,0,"",0,NA,NA,NA,NA,NA,123804940,"Thursday"
2008,10,9,4,816,820,916,932,"YV",7210,"N75987",60,72,38,-16,-4,"DSM","ORD",299,10,12,0,"",0,NA,NA,NA,NA,NA,123816935,"Thursday"
2008,10,9,4,1630,1644,1740,1756,"YV",7242,"N521LR",70,72,44,-16,-14,"DSM","ORD",299,4,22,0,"",0,NA,NA,NA,NA,NA,123816936,"Thursday"
2008,10,9,4,802,812,921,921,"YV",2748,"N37178",199,189,165,0,-10,"DSM","PHX",1149,22,12,0,"",0,NA,NA,NA,NA,NA,123816937,"Thursday"
2008,10,9,4,1445,1450,1546,1550,"YV",2990,"N930LR",181,180,153,-4,-5,"DSM","PHX",1149,7,21,0,"",0,NA,NA,NA,NA,NA,123816938,"Thursday"
2008,10,9,4,635,642,741,752,"YV",7210,"N75987",66,70,47,-11,-7,"ORD","DSM",299,5,14,0,"",0,NA,NA,NA,NA,NA,123817220,"Thursday"
2008,10,9,4,1449,1457,1607,1610,"YV",7242,"N521LR",78,73,57,-3,-8,"ORD","DSM",299,2,19,0,"",0,NA,NA,NA,NA,NA,123817221,"Thursday"
2008,10,9,4,900,904,1356,1356,"YV",2816,"N930LR",176,172,137,0,-4,"PHX","DSM",1149,5,34,0,"",0,NA,NA,NA,NA,NA,123817292,"Thursday"
2008,10,9,4,1838,1845,2320,2336,"YV",2818,"N17231",162,171,141,-16,-7,"PHX","DSM",1149,6,15,0,"",0,NA,NA,NA,NA,NA,123817293,"Thursday"
2008,10,9,4,912,915,952,1003,"OH",6583,"N814CA",100,108,80,-11,-3,"CVG","DSM",505,4,16,0,"",0,NA,NA,NA,NA,NA,123836473,"Thursday"
2008,10,9,4,1125,1135,1410,1413,"OH",6610,"N814CA",105,98,80,-3,-10,"DSM","CVG",505,3,22,0,"",0,NA,NA,NA,NA,NA,123836497,"Thursday"
2008,10,9,4,908,915,1025,1025,"OO",2559,"N495CA",77,70,56,0,-7,"MKE","DSM",311,10,11,0,"",0,NA,NA,NA,NA,NA,123846449,"Thursday"
