"Magnitude","Location","Latitude","Longitude","Depth..km.","EventId","Event.URL","Date","Time","Day","Country"
0.7,"18km ESE of Mount Hood Village",45.3142,-121.7528,6.4,"uw60456602","http://earthquake.usgs.gov/earthquakes/eventpage/uw60456602","2012-09-27","7:31","Thurs","Oregon"
2.5,"29km SSE of Tanaga Volcano",51.6281,-178.0559,22.8,"ak10569827","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569827","2012-09-27","7:28","Thurs","Alaska"
2.4,"31km SSE of Tanaga Volcano",51.6099,-178.0197,13.4,"ak10569826","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569826","2012-09-27","7:28","Thurs","Alaska"
0.77,"41km E of Hawthorne",38.4582,-118.1572,0,"nn00389569","http://earthquake.usgs.gov/earthquakes/eventpage/nn00389569","2012-09-27","7:27","Thurs","Nevada"
2.5,"30km S of Tanaga Volcano",51.6115,-178.1199,22.9,"ak10569825","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569825","2012-09-27","7:26","Thurs","Alaska"
2.2,"35km S of Tanaga Volcano",51.5711,-178.052,10.1,"ak10569824","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569824","2012-09-27","7:23","Thurs","Alaska"
4.5,"41km ESE of Tanaga Volcano",51.681,-177.645,37.9,"usc000cws9","http://earthquake.usgs.gov/earthquakes/eventpage/usc000cws9","2012-09-27","7:16","Thurs","Alaska"
2,"32km S of Tanaga Volcano",51.5906,-178.0832,13.2,"ak10569822","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569822","2012-09-27","7:15","Thurs","Alaska"
1.1,"56km E of Searles Valley",35.8547,-116.7902,0.5,"ci15221697","http://earthquake.usgs.gov/earthquakes/eventpage/ci15221697","2012-09-27","7:12","Thurs","California"
2.9,"57km S of Tanaga Volcano",51.3661,-178.2162,13.1,"ak10566076","http://earthquake.usgs.gov/earthquakes/eventpage/ak10566076","2012-09-27","7:12","Thurs","Alaska"
0.4,"9km W of Cobb",38.8358,-122.8257,2.2,"nc71848670","http://earthquake.usgs.gov/earthquakes/eventpage/nc71848670","2012-09-27","7:12","Thurs","California"
2.5,"38km S of Tanaga Volcano",51.5438,-178.1963,28.9,"ak10569820","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569820","2012-09-27","7:10","Thurs","Alaska"
1.6,"10km WSW of Norwood",44.7045,-75.1132,5,"ld60020803","http://earthquake.usgs.gov/earthquakes/eventpage/ld60020803","2012-09-27","7:9","Thurs","New York"
2.2,"31km S of Tanaga Volcano",51.6065,-178.0702,19.1,"ak10569819","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569819","2012-09-27","7:8","Thurs","Alaska"
2.6,"54km S of Tanaga Volcano",51.3982,-178.2083,19.3,"ak10569818","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569818","2012-09-27","7:2","Thurs","Alaska"
1.6,"119km W of Talkeetna",62.2852,-152.4201,2.9,"ak10566073","http://earthquake.usgs.gov/earthquakes/eventpage/ak10566073","2012-09-27","6:59","Thurs","Alaska"
2.2,"35km S of Tanaga Volcano",51.5612,-178.111,23.5,"ak10569816","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569816","2012-09-27","6:57","Thurs","Alaska"
2.2,"46km S of Tanaga Volcano",51.4629,-178.1893,19.3,"ak10569815","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569815","2012-09-27","6:56","Thurs","Alaska"
3,"42km S of Tanaga Volcano",51.5066,-178.0974,13.2,"ak10566072","http://earthquake.usgs.gov/earthquakes/eventpage/ak10566072","2012-09-27","6:51","Thurs","Alaska"
2.4,"37km S of Tanaga Volcano",51.5501,-178.0804,16.9,"ak10569813","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569813","2012-09-27","6:36","Thurs","Alaska"
2.5,"50km S of Tanaga Volcano",51.4353,-178.2454,28.5,"ak10569812","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569812","2012-09-27","6:31","Thurs","Alaska"
1.7,"10km E of Willow",61.7353,-149.8395,39.3,"ak10566070","http://earthquake.usgs.gov/earthquakes/eventpage/ak10566070","2012-09-27","6:25","Thurs","Alaska"
1,"7km WSW of Wildomar",33.5623,-117.3512,10.6,"ci15221681","http://earthquake.usgs.gov/earthquakes/eventpage/ci15221681","2012-09-27","6:25","Thurs","California"
0.8,"10km W of Cobb",38.826,-122.8485,1.5,"nc71848660","http://earthquake.usgs.gov/earthquakes/eventpage/nc71848660","2012-09-27","6:19","Thurs","California"
0.9,"10km NE of Truckee",39.3938,-120.1168,6.5,"nc71848665","http://earthquake.usgs.gov/earthquakes/eventpage/nc71848665","2012-09-27","6:17","Thurs","California"
1,"26km NNE of Kernville",35.9798,-118.3332,7,"ci15221665","http://earthquake.usgs.gov/earthquakes/eventpage/ci15221665","2012-09-27","6:11","Thurs","California"
1.2,"131km NNE of Manley Hot Springs",66.0931,-149.5657,22.6,"ak10569810","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569810","2012-09-27","6:8","Thurs","Alaska"
3,"48km S of Tanaga Volcano",51.4566,-178.2443,25.6,"ak10566064","http://earthquake.usgs.gov/earthquakes/eventpage/ak10566064","2012-09-27","6:0","Thurs","Alaska"
0.8,"10km W of Cobb",38.8268,-122.8493,2.6,"nc71848655","http://earthquake.usgs.gov/earthquakes/eventpage/nc71848655","2012-09-27","5:59","Thurs","California"
2.7,"11km W of Cobb",38.8273,-122.8507,2.7,"nc71848650","http://earthquake.usgs.gov/earthquakes/eventpage/nc71848650","2012-09-27","5:58","Thurs","California"
2.9,"42km S of Tanaga Volcano",51.506,-178.2059,25.8,"ak10566062","http://earthquake.usgs.gov/earthquakes/eventpage/ak10566062","2012-09-27","5:54","Thurs","Alaska"
2.2,"44km S of Tanaga Volcano",51.4849,-178.2086,19.8,"ak10569807","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569807","2012-09-27","5:51","Thurs","Alaska"
2.6,"13km WSW of Brooktrails",39.4175,-123.5352,3.2,"nc71848645","http://earthquake.usgs.gov/earthquakes/eventpage/nc71848645","2012-09-27","5:39","Thurs","California"
1.9,"42km S of Tanaga Volcano",51.5032,-178.1057,3.2,"ak10569806","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569806","2012-09-27","5:39","Thurs","Alaska"
2.3,"13km E of Gunnison",39.144,-111.6597,16.6,"uu09270538","http://earthquake.usgs.gov/earthquakes/eventpage/uu09270538","2012-09-27","5:38","Thurs","Utah"
0.57,"64km E of Beatty",36.9926,-116.0477,0,"nn00389561","http://earthquake.usgs.gov/earthquakes/eventpage/nn00389561","2012-09-27","5:37","Thurs","Nevada"
2.3,"42km S of Tanaga Volcano",51.5057,-178.0817,13.1,"ak10569805","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569805","2012-09-27","5:36","Thurs","Alaska"
2.4,"29km SSE of Tanaga Volcano",51.6296,-178.0182,20.7,"ak10569804","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569804","2012-09-27","5:32","Thurs","Alaska"
0.4,"6km W of Cobb",38.821,-122.7988,1.5,"nc71848640","http://earthquake.usgs.gov/earthquakes/eventpage/nc71848640","2012-09-27","5:29","Thurs","California"
2.2,"2km SE of Berkeley",37.8528,-122.2473,7.1,"nc71848635","http://earthquake.usgs.gov/earthquakes/eventpage/nc71848635","2012-09-27","5:25","Thurs","California"
2.5,"22km ENE of Willits",39.4673,-123.1102,3.9,"nc71848630","http://earthquake.usgs.gov/earthquakes/eventpage/nc71848630","2012-09-27","5:21","Thurs","California"
2.2,"47km S of Tanaga Volcano",51.461,-178.1348,13.1,"ak10569803","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569803","2012-09-27","5:20","Thurs","Alaska"
2.3,"40km S of Tanaga Volcano",51.5206,-178.2152,32.6,"ak10569802","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569802","2012-09-27","5:18","Thurs","Alaska"
2.4,"36km S of Tanaga Volcano",51.5619,-178.0398,5,"ak10569801","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569801","2012-09-27","5:13","Thurs","Alaska"
2.8,"48km S of Tanaga Volcano",51.4515,-178.2128,17.9,"ak10566050","http://earthquake.usgs.gov/earthquakes/eventpage/ak10566050","2012-09-27","5:12","Thurs","Alaska"
2.5,"38km S of Tanaga Volcano",51.5435,-178.0933,19.2,"ak10566048","http://earthquake.usgs.gov/earthquakes/eventpage/ak10566048","2012-09-27","5:9","Thurs","Alaska"
2.8,"35km WSW of Anchor Point",59.6879,-152.4294,70.3,"ak10566038","http://earthquake.usgs.gov/earthquakes/eventpage/ak10566038","2012-09-27","5:2","Thurs","Alaska"
2.6,"41km S of Tanaga Volcano",51.5154,-178.1002,13.1,"ak10566043","http://earthquake.usgs.gov/earthquakes/eventpage/ak10566043","2012-09-27","5:1","Thurs","Alaska"
0.9,"24km NE of Soledad",36.5703,-121.1255,10.3,"nc71848625","http://earthquake.usgs.gov/earthquakes/eventpage/nc71848625","2012-09-27","4:59","Thurs","California"
1.35,"9km SSE of Incline Village",39.1757,-119.9128,10.362,"nn00389558","http://earthquake.usgs.gov/earthquakes/eventpage/nn00389558","2012-09-27","4:59","Thurs","Nevada"
2.7,"36km S of Tanaga Volcano",51.5599,-178.0901,17.1,"ak10566039","http://earthquake.usgs.gov/earthquakes/eventpage/ak10566039","2012-09-27","4:58","Thurs","Alaska"
0.9,"4km SW of Monroe",47.8275,-122.0198,22.5,"uw60456577","http://earthquake.usgs.gov/earthquakes/eventpage/uw60456577","2012-09-27","4:57","Thurs","Washington"
3.1,"34km SSE of Tanaga Volcano",51.5785,-178.043,12.8,"ak10566035","http://earthquake.usgs.gov/earthquakes/eventpage/ak10566035","2012-09-27","4:54","Thurs","Alaska"
2.5,"36km S of Tanaga Volcano",51.5629,-178.0704,17.5,"ak10566034","http://earthquake.usgs.gov/earthquakes/eventpage/ak10566034","2012-09-27","4:52","Thurs","Alaska"
1.5,"110km NW of Talkeetna",63.0924,-151.4587,9.2,"ak10566033","http://earthquake.usgs.gov/earthquakes/eventpage/ak10566033","2012-09-27","4:49","Thurs","Alaska"
2.3,"41km S of Tanaga Volcano",51.5144,-178.1095,18.2,"ak10569792","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569792","2012-09-27","4:46","Thurs","Alaska"
2.6,"39km S of Tanaga Volcano",51.5326,-178.1317,11.7,"ak10569791","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569791","2012-09-27","4:44","Thurs","Alaska"
2.5,"32km S of Tanaga Volcano",51.5975,-178.0919,33.1,"ak10569790","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569790","2012-09-27","4:37","Thurs","Alaska"
0.2,"12km SE of Mammoth Lakes",37.5573,-118.8867,7.5,"nc71848615","http://earthquake.usgs.gov/earthquakes/eventpage/nc71848615","2012-09-27","4:37","Thurs","California"
0.8,"2km NE of Maltby",47.8228,-122.0872,5,"uw60456532","http://earthquake.usgs.gov/earthquakes/eventpage/uw60456532","2012-09-27","4:33","Thurs","Washington"
0.41,"19km WNW of Cold Springs",39.7579,-120.185,4.9768,"nn00389557","http://earthquake.usgs.gov/earthquakes/eventpage/nn00389557","2012-09-27","4:29","Thurs","Nevada"
0.9,"27km N of Kernville",36.0037,-118.3987,6,"ci15221657","http://earthquake.usgs.gov/earthquakes/eventpage/ci15221657","2012-09-27","4:29","Thurs","California"
3.2,"147km NNE of Road Town",19.6944,-64.2313,50,"pr12271001","http://earthquake.usgs.gov/earthquakes/eventpage/pr12271001","2012-09-27","4:23","Thurs","British Virgin Islands"
2.1,"39km S of Tanaga Volcano",51.5297,-178.2221,34.8,"ak10569789","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569789","2012-09-27","4:18","Thurs","Alaska"
3.7,"65km NNW of Talkeetna",62.8784,-150.5218,92.1,"ak10566018","http://earthquake.usgs.gov/earthquakes/eventpage/ak10566018","2012-09-27","4:12","Thurs","Alaska"
2.7,"39km S of Tanaga Volcano",51.5344,-178.0961,6.7,"ak10566017","http://earthquake.usgs.gov/earthquakes/eventpage/ak10566017","2012-09-27","4:11","Thurs","Alaska"
3.3,"39km S of Tanaga Volcano",51.5253,-178.1033,12.4,"ak10566014","http://earthquake.usgs.gov/earthquakes/eventpage/ak10566014","2012-09-27","4:10","Thurs","Alaska"
2.8,"41km S of Tanaga Volcano",51.5128,-178.0633,17.6,"ak10566011","http://earthquake.usgs.gov/earthquakes/eventpage/ak10566011","2012-09-27","4:9","Thurs","Alaska"
1.8,"26km ENE of Y",62.2226,-149.3533,41.3,"ak10566008","http://earthquake.usgs.gov/earthquakes/eventpage/ak10566008","2012-09-27","4:7","Thurs","Alaska"
1.6,"28km S of Ester",64.5921,-147.9827,16.5,"ak10566006","http://earthquake.usgs.gov/earthquakes/eventpage/ak10566006","2012-09-27","4:5","Thurs","Alaska"
3.1,"141km N of Road Town",19.6758,-64.3694,36,"pr12271002","http://earthquake.usgs.gov/earthquakes/eventpage/pr12271002","2012-09-27","4:3","Thurs","British Virgin Islands"
1.4,"9km WNW of Cobb",38.8415,-122.8295,2.8,"nc71848605","http://earthquake.usgs.gov/earthquakes/eventpage/nc71848605","2012-09-27","4:2","Thurs","California"
1,"9km WNW of Cobb",38.8407,-122.8292,2.7,"nc71848600","http://earthquake.usgs.gov/earthquakes/eventpage/nc71848600","2012-09-27","4:1","Thurs","California"
1.6,"17km SE of Anza",33.463,-116.5165,14.9,"ci15221649","http://earthquake.usgs.gov/earthquakes/eventpage/ci15221649","2012-09-27","3:59","Thurs","California"
2.8,"36km S of Tanaga Volcano",51.5562,-178.0541,13.5,"ak10566000","http://earthquake.usgs.gov/earthquakes/eventpage/ak10566000","2012-09-27","3:59","Thurs","Alaska"
2.5,"42km S of Tanaga Volcano",51.5068,-178.0651,13.2,"ak10569781","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569781","2012-09-27","3:55","Thurs","Alaska"
0.5,"16km SW of Salcha",64.4205,-147.1496,9.4,"ak10569780","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569780","2012-09-27","3:55","Thurs","Alaska"
2.3,"49km S of Tanaga Volcano",51.4433,-178.22,14.9,"ak10569779","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569779","2012-09-27","3:52","Thurs","Alaska"
2.9,"49km S of Tanaga Volcano",51.439,-178.1736,12.6,"ak10565997","http://earthquake.usgs.gov/earthquakes/eventpage/ak10565997","2012-09-27","3:50","Thurs","Alaska"
2.7,"1km NW of Yauco",18.045,-66.858,22,"pr12271000","http://earthquake.usgs.gov/earthquakes/eventpage/pr12271000","2012-09-27","3:50","Thurs","Puerto Rico"
2.5,"54km W of Anchorage",61.1834,-150.9106,55.5,"ak10565992","http://earthquake.usgs.gov/earthquakes/eventpage/ak10565992","2012-09-27","3:45","Thurs","Alaska"
2.6,"36km S of Tanaga Volcano",51.557,-178.1733,29.2,"ak10565988","http://earthquake.usgs.gov/earthquakes/eventpage/ak10565988","2012-09-27","3:42","Thurs","Alaska"
4.5,"25km SE of Tanaga Volcano",51.729,-177.86,44.5,"usc000cwqv","http://earthquake.usgs.gov/earthquakes/eventpage/usc000cwqv","2012-09-27","3:28","Thurs","Alaska"
2.3,"37km S of Tanaga Volcano",51.5515,-178.1895,34.4,"ak10569773","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569773","2012-09-27","3:27","Thurs","Alaska"
2.1,"45km S of Tanaga Volcano",51.4714,-178.1772,20.2,"ak10569772","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569772","2012-09-27","3:23","Thurs","Alaska"
0.6,"7km WSW of Cobb",38.8043,-122.8087,1.1,"nc71848585","http://earthquake.usgs.gov/earthquakes/eventpage/nc71848585","2012-09-27","3:19","Thurs","California"
2.4,"47km S of Tanaga Volcano",51.4557,-178.1954,19.8,"ak10569771","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569771","2012-09-27","3:17","Thurs","Alaska"
2.5,"48km S of Tanaga Volcano",51.448,-178.2167,25.5,"ak10569770","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569770","2012-09-27","3:12","Thurs","Alaska"
2.5,"45km S of Tanaga Volcano",51.4787,-178.186,19.3,"ak10569769","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569769","2012-09-27","3:11","Thurs","Alaska"
2.1,"43km S of Tanaga Volcano",51.497,-178.1785,30.6,"ak10569768","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569768","2012-09-27","3:2","Thurs","Alaska"
2.3,"47km S of Tanaga Volcano",51.46,-178.2013,17.2,"ak10569767","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569767","2012-09-27","3:2","Thurs","Alaska"
1.1,"18km E of Mapleton",40.1247,-111.3638,3.9,"uu09270300","http://earthquake.usgs.gov/earthquakes/eventpage/uu09270300","2012-09-27","3:0","Thurs","Utah"
3.3,"52km S of Tanaga Volcano",51.4097,-178.189,8.9,"ak10565978","http://earthquake.usgs.gov/earthquakes/eventpage/ak10565978","2012-09-27","2:57","Thurs","Alaska"
2.8,"32km S of Tanaga Volcano",51.5948,-178.0948,19.2,"ak10565977","http://earthquake.usgs.gov/earthquakes/eventpage/ak10565977","2012-09-27","2:55","Thurs","Alaska"
2.3,"43km S of Tanaga Volcano",51.4946,-178.1835,24.3,"ak10569764","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569764","2012-09-27","2:51","Thurs","Alaska"
4.1,"47km S of Tanaga Volcano",51.4601,-178.1239,9.5,"ak10565973","http://earthquake.usgs.gov/earthquakes/eventpage/ak10565973","2012-09-27","2:49","Thurs","Alaska"
2.4,"34km S of Tanaga Volcano",51.5758,-178.1706,39.4,"ak10569761","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569761","2012-09-27","2:46","Thurs","Alaska"
2,"30km S of Tanaga Volcano",51.6099,-178.0836,21.1,"ak10569760","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569760","2012-09-27","2:39","Thurs","Alaska"
2.1,"34km S of Tanaga Volcano",51.5748,-178.1733,17,"ak10569759","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569759","2012-09-27","2:39","Thurs","Alaska"
2.3,"39km S of Tanaga Volcano",51.5301,-178.2082,30,"ak10569758","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569758","2012-09-27","2:37","Thurs","Alaska"
2.2,"29km S of Tanaga Volcano",51.6207,-178.177,30.5,"ak10569757","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569757","2012-09-27","2:37","Thurs","Alaska"
2.2,"43km SSW of Tanaga Volcano",51.5021,-178.268,41.1,"ak10569756","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569756","2012-09-27","2:35","Thurs","Alaska"
2.3,"33km S of Tanaga Volcano",51.5812,-178.1014,19.4,"ak10569755","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569755","2012-09-27","2:31","Thurs","Alaska"
0.8,"11km W of Cobb",38.8303,-122.8513,2.1,"nc71848575","http://earthquake.usgs.gov/earthquakes/eventpage/nc71848575","2012-09-27","2:31","Thurs","California"
2,"28km S of Tanaga Volcano",51.6286,-178.1547,17.2,"ak10569754","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569754","2012-09-27","2:29","Thurs","Alaska"
2.4,"46km S of Tanaga Volcano",51.4661,-178.1863,17.8,"ak10569753","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569753","2012-09-27","2:25","Thurs","Alaska"
2.1,"43km S of Tanaga Volcano",51.4904,-178.1548,18.8,"ak10569752","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569752","2012-09-27","2:24","Thurs","Alaska"
2,"38km S of Tanaga Volcano",51.5398,-178.1081,22.3,"ak10569751","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569751","2012-09-27","2:22","Thurs","Alaska"
1.4,"44km ENE of Old Faithful Geyser",44.64,-110.3293,2.5,"uu09270222","http://earthquake.usgs.gov/earthquakes/eventpage/uu09270222","2012-09-27","2:22","Thurs","Wyoming"
2.9,"44km S of Tanaga Volcano",51.4798,-178.1309,12.4,"ak10565970","http://earthquake.usgs.gov/earthquakes/eventpage/ak10565970","2012-09-27","2:18","Thurs","Alaska"
1.9,"33km S of Tanaga Volcano",51.5849,-178.0864,19.4,"ak10569749","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569749","2012-09-27","2:16","Thurs","Alaska"
2,"38km S of Tanaga Volcano",51.5393,-178.1477,21.1,"ak10569748","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569748","2012-09-27","2:13","Thurs","Alaska"
0.3,"8km SSW of Idyllwild-Pine Cove",33.6755,-116.7595,13.5,"ci15221633","http://earthquake.usgs.gov/earthquakes/eventpage/ci15221633","2012-09-27","2:8","Thurs","California"
2.1,"42km S of Tanaga Volcano",51.5052,-178.1444,21,"ak10569747","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569747","2012-09-27","2:6","Thurs","Alaska"
2.2,"45km S of Tanaga Volcano",51.4744,-178.159,16.6,"ak10569746","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569746","2012-09-27","2:1","Thurs","Alaska"
2.4,"45km S of Tanaga Volcano",51.4787,-178.1708,17.9,"ak10569745","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569745","2012-09-27","2:0","Thurs","Alaska"
2.3,"39km S of Tanaga Volcano",51.5337,-178.0977,13.5,"ak10569744","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569744","2012-09-27","1:57","Thurs","Alaska"
2.9,"31km S of Tanaga Volcano",51.6014,-178.0716,21.5,"ak10565966","http://earthquake.usgs.gov/earthquakes/eventpage/ak10565966","2012-09-27","1:54","Thurs","Alaska"
2.2,"39km S of Tanaga Volcano",51.5321,-178.0978,13.1,"ak10569742","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569742","2012-09-27","1:51","Thurs","Alaska"
2.5,"35km S of Tanaga Volcano",51.5699,-178.1075,21,"ak10565965","http://earthquake.usgs.gov/earthquakes/eventpage/ak10565965","2012-09-27","1:45","Thurs","Alaska"
2.7,"14km W of Tanaga Volcano",51.8809,-178.3572,64,"ak10569740","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569740","2012-09-27","1:41","Thurs","Alaska"
3.1,"41km S of Tanaga Volcano",51.5145,-178.093,12.9,"ak10565963","http://earthquake.usgs.gov/earthquakes/eventpage/ak10565963","2012-09-27","1:40","Thurs","Alaska"
2.3,"40km S of Tanaga Volcano",51.522,-178.1301,13.1,"ak10569738","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569738","2012-09-27","1:36","Thurs","Alaska"
4.7,"98km W of El Aguilar",-23.208,-66.655,190.3,"usc000cwq2","http://earthquake.usgs.gov/earthquakes/eventpage/usc000cwq2","2012-09-27","1:36","Thurs","Argentina"
2.5,"46km S of Tanaga Volcano",51.4701,-178.1887,19.7,"ak10569737","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569737","2012-09-27","1:36","Thurs","Alaska"
2,"43km S of Tanaga Volcano",51.4922,-178.1742,31.3,"ak10569736","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569736","2012-09-27","1:32","Thurs","Alaska"
2.3,"35km S of Tanaga Volcano",51.5654,-178.0674,12.7,"ak10569735","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569735","2012-09-27","1:28","Thurs","Alaska"
2.1,"47km S of Tanaga Volcano",51.4562,-178.1661,21.8,"ak10569734","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569734","2012-09-27","1:27","Thurs","Alaska"
2.1,"102km N of Yakutat",60.4612,-139.9441,5.8,"ak10565957","http://earthquake.usgs.gov/earthquakes/eventpage/ak10565957","2012-09-27","1:26","Thurs","Alaska"
2.1,"29km S of Tanaga Volcano",51.6182,-178.105,29.2,"ak10569732","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569732","2012-09-27","1:26","Thurs","Alaska"
0.9,"5km W of Cobb",38.8168,-122.7848,0.5,"nc71848565","http://earthquake.usgs.gov/earthquakes/eventpage/nc71848565","2012-09-27","1:25","Thurs","California"
2.5,"47km S of Tanaga Volcano",51.4553,-178.1861,18.5,"ak10569731","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569731","2012-09-27","1:23","Thurs","Alaska"
3,"43km S of Tanaga Volcano",51.4986,-178.0683,4.7,"ak10565955","http://earthquake.usgs.gov/earthquakes/eventpage/ak10565955","2012-09-27","1:23","Thurs","Alaska"
0.9,"7km W of Cobb",38.8223,-122.8062,3.5,"nc71848560","http://earthquake.usgs.gov/earthquakes/eventpage/nc71848560","2012-09-27","1:21","Thurs","California"
3.2,"36km S of Tanaga Volcano",51.5535,-178.0891,12.4,"ak10565897","http://earthquake.usgs.gov/earthquakes/eventpage/ak10565897","2012-09-27","1:19","Thurs","Alaska"
2.7,"40km S of Tanaga Volcano",51.5219,-178.1014,24.3,"ak10565895","http://earthquake.usgs.gov/earthquakes/eventpage/ak10565895","2012-09-27","1:16","Thurs","Alaska"
0.8,"6km S of Redlands",33.9947,-117.1755,2.4,"ci15221609","http://earthquake.usgs.gov/earthquakes/eventpage/ci15221609","2012-09-27","1:13","Thurs","California"
2.6,"38km S of Tanaga Volcano",51.5385,-178.1302,19.3,"ak10569727","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569727","2012-09-27","1:13","Thurs","Alaska"
2,"37km S of Tanaga Volcano",51.5458,-178.1331,17.7,"ak10569726","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569726","2012-09-27","1:11","Thurs","Alaska"
0.9,"13km NNE of Ridgecrest",35.7388,-117.6388,8.5,"ci15221601","http://earthquake.usgs.gov/earthquakes/eventpage/ci15221601","2012-09-27","1:8","Thurs","California"
4.7,"2km NNW of Montecalvo Irpino",41.218,15.026,5,"usc000cwph","http://earthquake.usgs.gov/earthquakes/eventpage/usc000cwph","2012-09-27","1:8","Thurs","Italy"
2.1,"46km S of Tanaga Volcano",51.4635,-178.1912,16.9,"ak10569725","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569725","2012-09-27","1:7","Thurs","Alaska"
2,"49km S of Tanaga Volcano",51.4363,-178.1525,13.1,"ak10569724","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569724","2012-09-27","1:6","Thurs","Alaska"
2.9,"38km S of Tanaga Volcano",51.5349,-178.1004,12.2,"ak10569723","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569723","2012-09-27","1:5","Thurs","Alaska"
3.2,"39km S of Tanaga Volcano",51.5316,-178.0773,0.5,"ak10569722","http://earthquake.usgs.gov/earthquakes/eventpage/ak10569722","2012-09-27","1:2","Thurs","Alaska"
3.3,"48km S of Tanaga Volcano",51.451,-178.1407,13.1,"ak10565836","http://earthquake.usgs.gov/earthquakes/eventpage/ak10565836","2012-09-27","1:1","Thurs","Alaska"
3.8,"53km S of Tanaga Volcano",51.402,-178.1664,4.8,"ak10565835","http://earthquake.usgs.gov/earthquakes/eventpage/ak10565835","2012-09-27","0:59","Thurs","Alaska"
0.9,"7km WSW of Cobb",38.8018,-122.8102,3.1,"nc71848550","http://earthquake.usgs.gov/earthquakes/eventpage/nc71848550","2012-09-27","0:58","Thurs","California"
1.4,"7km N of Portola",39.8758,-120.4827,8.6,"nc71848545","http://earthquake.usgs.gov/earthquakes/eventpage/nc71848545","2012-09-27","0:57","Thurs","California"
4.5,"37km W of Ahar",38.47,46.64,18,"usc000cwpf","http://earthquake.usgs.gov/earthquakes/eventpage/usc000cwpf","2012-09-27","0:56","Thurs","Iran"
2.8,"42km S of Tanaga Volcano",51.5024,-178.1282,13.4,"ak10565830","http://earthquake.usgs.gov/earthquakes/eventpage/ak10565830","2012-09-27","0:51","Thurs","Alaska"
